transactionAmount,dateTimeTransaction,merchantCategoryCode,cardBalance,encryptedHexCardNo,latitude,longitude,encryptedPan
9463.51,1.71115E+12,8314,7652652.69,2cce7bf8d11963f6e58d20b350e2933b0da827e5,-7.9794517,112.0416754,dc5fdfd42d6d13b875e941169108d8efe142ba3d
1540.97,1.71013E+12,4444,9750066.16,f13d3b61aa1ada99c94ff8964035d83273ed4f1c,50.1527227,13.9004377,ec27e63d232fb26c30d3ecbb36762271568960bf
8264.34,1.70975E+12,3409,9223300.67,6f6072b25def3c8e2794e8fc7a1ae7d8ccc0f345,-4.203165,-69.935907,60294b26c658440a1fa3a52264ca47b346d8fa93
1856.93,1.71077E+12,6501,3219552.54,2fefaefd15d96ca661d0a93400530d4c5b4d609e,40.378739,-3.7358924,60294b26c658440a1fa3a52264ca47b346d8fa93
5978.33,1.711E+12,2371,8358080.69,cdf7ef848cb36e7f859b9845b2c930ebfe83e23b,42.1252635,-8.1988196,dc5fdfd42d6d13b875e941169108d8efe142ba3d
2569.74,1.71076E+12,9803,6531602.81,0de8bbc191bc106f0b22d1735bab2e5e4e127839,39.574695,113.28303,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
6642.71,1.71131E+12,8314,2950249.32,f7df66734276dcd4ba81051aa16e8b50472a23f1,19.9763524,42.5901672,60294b26c658440a1fa3a52264ca47b346d8fa93
8302.34,1.71088E+12,2371,5101327.21,ca0917ccb5f1ba430f006c93a4a9bac85cf85148,56.91683,-117.61945,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
1358.78,1.70979E+12,5969,7280587.05,f264cd38230ac7251ac5cdc87a780e16cfd4840e,24.9372186,118.6422409,60294b26c658440a1fa3a52264ca47b346d8fa93
7815.4,1.71114E+12,1230,9614864.88,dc7f7e839c6254d4ca51d087aecd319836d935e8,46.0655001,15.1821191,fb5e958f3ac28186d34d9974250e2b696f95e88e
2526.77,1.70974E+12,4444,9320183.68,281b263fa6741fd8955ce2418a2545980177eabc,8.7963805,117.8314494,aa919d31ba02400e8ace786bdefa8230679287e3
5164.14,1.71097E+12,6501,7908205.81,cc48e8b3fd5a65b5e65b4514289e53ec28c9b10c,39.914373,116.454205,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
7874.14,1.71093E+12,4444,7117655.24,c496ad5b6f60c2a5745345cfc125996e90c9913e,-33.453544,-61.486922,aa919d31ba02400e8ace786bdefa8230679287e3
4477.03,1.71108E+12,3409,8235770.54,bc88585a304c92edd0c5286de332a7dd83aa67e1,48.8373554,2.2682399,0aa907bff09c237d3de74f115c065b281b8545ee
7549.84,1.70954E+12,9803,6958237.21,c99e45222107fd9c9eff0e3e7e6d250ea4b26f78,53.54091,15.55963,ec27e63d232fb26c30d3ecbb36762271568960bf
2302.56,1.71176E+12,4444,8038326.15,5c4181cdaad3d03e70deb1e75a47a580b4853cf2,-10.8812955,-75.0611147,dc5fdfd42d6d13b875e941169108d8efe142ba3d
9304.74,1.70971E+12,2371,7696061.99,b7c5b3aac63e694c282a394da73219ac8525e559,37.3445131,59.621862,dc5fdfd42d6d13b875e941169108d8efe142ba3d
1604.56,1.71098E+12,4444,5689732.18,2a2d4bf007071a3f5c73e62201f9e08c2c5c0197,-8.498277,115.0550008,ec27e63d232fb26c30d3ecbb36762271568960bf
1268.64,1.71117E+12,8314,3659064.35,9f5c2df773fc4ba07fb5b4b9c2da4513df75adb3,57.7119589,12.9890358,0aa907bff09c237d3de74f115c065b281b8545ee
1332.05,1.70979E+12,2371,1156419.89,5e95960b3783da656e98e33a58329e5148d89dda,35.4755834,44.4075911,aa919d31ba02400e8ace786bdefa8230679287e3
7785.81,1.71102E+12,6501,846007.52,33b11b022e33e02a9460a99c0df3285f6a85eaf1,-34.679347,-58.3762722,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
6524.75,1.71097E+12,4444,6443548.75,f71013229a2e7a4c0965fb93ecf2c81a102a4a11,54.2874959,40.3591276,fb5e958f3ac28186d34d9974250e2b696f95e88e
3076.04,1.70956E+12,8314,9722744.71,feb60c12498950bb5edea9ba6863b09dcf4bddaf,9.9004655,13.0544185,6a31bb82232078dde0ea99c0fae41895107c21b6
6893.54,1.71125E+12,9803,4471764.59,a152f44757e49b59f6b78b172d431b5ee4fa2791,-43.2098678,171.3169384,930a488eaa79c5208d7cf722a22b7385297b7f1a
2833.74,1.71E+12,3409,358337.2,16ca841a0ed4d00139548e0ad98d6bff41afb59b,41.494692,22.096939,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
8020.1,1.71016E+12,2371,7259369.11,05511b29a4ba1b25dc06bd846190ee6714de39f6,44.9893604,14.9036052,dc5fdfd42d6d13b875e941169108d8efe142ba3d
162.09,1.71043E+12,9803,2247292.12,5668b03630a66e0738583816ecf1d1f698c23449,-12.9730966,-44.0199152,6a31bb82232078dde0ea99c0fae41895107c21b6
3444.83,1.7096E+12,8314,8434124.14,ae3591711cb3d71dc9ecf04cc82e904f626a723a,-7.55,111.116667,6a31bb82232078dde0ea99c0fae41895107c21b6
5811.87,1.7103E+12,3409,4696692.8,5881bd3536840bf84b988016abc84d04361d6b3a,36.3081761,115.7834972,fb5e958f3ac28186d34d9974250e2b696f95e88e
5803.67,1.70981E+12,6501,2361317.46,ceada16b11163894374349a27b484ea74faf926a,-9.5261154,-77.5287792,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
2064.75,1.71006E+12,9803,7822207.29,685a5b6a21c8eedb14c1251051cb99c6f939cc4b,-8.8026959,121.9792205,aa919d31ba02400e8ace786bdefa8230679287e3
2709.46,1.71163E+12,2371,2468985.31,8660d3d15cdf2d687d13b7652871501cf1418a16,48.9875598,2.2971584,930a488eaa79c5208d7cf722a22b7385297b7f1a
952.92,1.71179E+12,3409,3847857.86,14e3d03d9bb72e867c1cd7a08a3eda1760ac0f69,16.0684136,119.9874642,fb5e958f3ac28186d34d9974250e2b696f95e88e
3819.1,1.71111E+12,9803,5626795.27,7a64a0f21922104fecde5e16e0701f4de562c4b0,35.121884,119.318928,930a488eaa79c5208d7cf722a22b7385297b7f1a
3108.49,1.70941E+12,5969,7185378.63,2c2c1f83f93100a944e422e48caaa0c136685929,-6.3783847,-41.8004409,60294b26c658440a1fa3a52264ca47b346d8fa93
7979.01,1.71172E+12,5969,152064.45,2d5936514d68009dce8a280c15cbdcb16cc64d58,32.647371,35.421551,60294b26c658440a1fa3a52264ca47b346d8fa93
351.73,1.70972E+12,3409,669909.62,7a5c81ad37945849c2a92053aa1c9a27ea48327d,14.8951679,-24.4945636,0aa907bff09c237d3de74f115c065b281b8545ee
4784.6,1.71167E+12,2371,9766518.24,f77513b15ceda62d40d77b7d30959379dd484822,49.3420066,18.2596537,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
5050.13,1.71124E+12,5969,6810036.1,fbe580e6b8be5e44f0a2653303e2391d16f464db,37.62,-77.61,0aa907bff09c237d3de74f115c065b281b8545ee
3946.84,1.71152E+12,5969,6588613.81,64c888a42f26c500fd28fa18b74378d4b437070a,37.690551,116.293767,fb5e958f3ac28186d34d9974250e2b696f95e88e
2954.3,1.71128E+12,2371,2118552.81,5e57f74590876d529a8a4c5ce8cf901f221201a6,33.237626,72.270844,60294b26c658440a1fa3a52264ca47b346d8fa93
4991.23,1.71172E+12,6501,4851253.33,933451f70ea2021ce708fd8b84dbb727f718a00d,36.905869,107.981045,fb5e958f3ac28186d34d9974250e2b696f95e88e
1205.82,1.71019E+12,4444,1482020.37,1cc3cc11b23973c258ebcbe3b674a452370c5c1c,48.8489882,16.0910758,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
3965.42,1.71028E+12,1230,7204563.18,275232d845b18c4017adaca3990220115d21df80,31.018498,109.463987,fb5e958f3ac28186d34d9974250e2b696f95e88e
8870.52,1.7114E+12,6501,6373321.76,c7ac8d3c8e3e113889801c6d21a7c989ec9ec786,38.6606921,-27.2272259,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
5738.53,1.71057E+12,2371,5493106.59,834e24b00837bbdf4ed467d6e05e4f7f2fb3c065,-9.922886,38.328209,6a31bb82232078dde0ea99c0fae41895107c21b6
2057.27,1.70985E+12,5969,4850449.74,e480cfc3126af83260ea26146c58f5074ea9846c,39.1505158,20.737591,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
6653.34,1.71046E+12,4444,1909835.9,38928770e22c0731e6cf127284ddd48ca68613e9,32.3855324,-86.2514126,6a31bb82232078dde0ea99c0fae41895107c21b6
4861.69,1.71098E+12,1230,1671903.58,748f2a3cdd3e1a06a2104213a76d0068a80ec6ec,-7.4873219,111.4156647,930a488eaa79c5208d7cf722a22b7385297b7f1a
8351.52,1.70974E+12,4444,2130854.5,60a35168924829926d219851f4dba06cf45f9717,8.305925,-73.611665,60294b26c658440a1fa3a52264ca47b346d8fa93
8847.99,1.71126E+12,6501,1687590.38,f2dcd683d51c94477046da9cdd3ef454c4dfc590,-36.8201352,-73.0443904,dc5fdfd42d6d13b875e941169108d8efe142ba3d
5139.81,1.71132E+12,9803,3882872.97,cfbc1f530d9d78aaf7b629b9e62534d663833cea,9.1009716,104.8921668,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
896.48,1.70949E+12,3409,649175.63,aef8e96e65036f7a1535dbe4ce955a294ba28202,54.7993525,38.297354,0aa907bff09c237d3de74f115c065b281b8545ee
4883.14,1.71118E+12,2371,2004188.57,192ed18315e8466cbc47e0dcd5504ebbfc318e82,-6.6425,111.0625,60294b26c658440a1fa3a52264ca47b346d8fa93
1298.32,1.70967E+12,4444,9853425.26,ada61561280eeeb6e17dfe039b5f08a2abdea1a4,37.2635727,127.0286009,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
4117.02,1.71109E+12,6501,6305847.45,3f4dfa19c83edcae1bf524f33be62c870aefdb32,22.534707,113.249705,dc5fdfd42d6d13b875e941169108d8efe142ba3d
923.67,1.71046E+12,2371,5584244.92,c385528c0d3adc0c860361fccb0a5a69cb5d0ec6,37.6346281,-97.2383178,fb5e958f3ac28186d34d9974250e2b696f95e88e
2466.72,1.71169E+12,3409,1630616.29,721848a1be508842e53891d6616c96a36e4b065a,51.0888487,24.526718,ec27e63d232fb26c30d3ecbb36762271568960bf
5489.25,1.70973E+12,8314,1138911.88,00938cb885ab69a6f4720a9d0f4a74d7d9bcc64d,-7.7607338,112.1698476,ec27e63d232fb26c30d3ecbb36762271568960bf
5585.88,1.70967E+12,4444,4770908.7,e95a33b8d222f96d42a2b4c2256d881c194b57cc,28,86.3,ec27e63d232fb26c30d3ecbb36762271568960bf
5715.74,1.70981E+12,4444,261331.38,cf52c1254c71f8eebc6da7dd339d423e7741754a,-13.8223647,-171.9596279,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
1281.55,1.71031E+12,9803,9166265.38,5aebbed116ede664042f1e92e6d274dbe8d9224e,38.7157106,-9.3069187,aa919d31ba02400e8ace786bdefa8230679287e3
1228.89,1.71169E+12,8314,3049855.14,4d141981e96fef4e9020c165b21b2e187858a787,50.6694072,15.9132421,930a488eaa79c5208d7cf722a22b7385297b7f1a
6461.25,1.70981E+12,9803,408663.05,7b4fd56b526189dbacd3b105e3f5b4a45c1c3dca,-8.793392,121.9330894,930a488eaa79c5208d7cf722a22b7385297b7f1a
3673.75,1.70928E+12,3409,1890660.4,160d9bba38f1b98b8a4cfd51facf5dfa0a7034ee,54.3786241,17.1607682,dc5fdfd42d6d13b875e941169108d8efe142ba3d
2508.57,1.71153E+12,6501,1240845.19,98651c128cfa40cf17c652ef0d726bac97734e28,40.6195225,140.6519871,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
2714.82,1.71123E+12,9803,1215400.81,4e171b244933717393b6143497ea7666ad667ecb,1.352083,103.819836,0aa907bff09c237d3de74f115c065b281b8545ee
63.54,1.71056E+12,9803,1935594.23,9d2303db80ce043bd2715d7e55216cd13ec5526d,45.0486976,16.3746171,0aa907bff09c237d3de74f115c065b281b8545ee
2641.91,1.71011E+12,3409,9718801.29,b1725058395ae99fb293b6178989c18a35d42c60,23.3854292,113.4895468,fb5e958f3ac28186d34d9974250e2b696f95e88e
4027.48,1.71082E+12,5969,8527207.99,340098395e8a13caef102cc224f6af6a6146819c,28.7401,118.793215,0aa907bff09c237d3de74f115c065b281b8545ee
8527.05,1.71119E+12,5969,3220421.09,052aa234ad37fb607888cfe4bad7067f4a81849f,17.4561766,50.580869,0aa907bff09c237d3de74f115c065b281b8545ee
7381.98,1.7097E+12,4444,3110125.44,9f94e8818b7c9f7198724b6d81fc3e1ab672c9f6,-17.3218249,-39.2360718,6a31bb82232078dde0ea99c0fae41895107c21b6
9097.5,1.71161E+12,9803,2398711.69,62d1779cfdbe9237f3fb3279d8d5ce383e0bbb52,45.2497275,19.3967698,ec27e63d232fb26c30d3ecbb36762271568960bf
8341.6,1.70988E+12,1230,5981328.55,bedd7b77ed65fb78e8494bffaefc1dd88f146bf6,63.7435338,53.7021347,0aa907bff09c237d3de74f115c065b281b8545ee
2730.03,1.71171E+12,5969,6816454.9,9cb9fd0de8fa1fec1064f5571e32bbe08bcd70c0,48.019573,66.923684,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
8544.33,1.71009E+12,9803,8492396.97,0e3dfffe8c10762da16485364e9a2cd9ff2fbbfa,45.7967858,4.8427596,fb5e958f3ac28186d34d9974250e2b696f95e88e
3736.37,1.70966E+12,9803,379683.43,24601022e9c79eeb6ce26c1f665d2a7b184d3cc1,30.184907,121.227926,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
3659.41,1.71111E+12,4444,5709787.94,109f3670983d6b3c9ebb6d7561300a1d5e79a620,-1.7232202,105.471249,aa919d31ba02400e8ace786bdefa8230679287e3
9692.01,1.71178E+12,2371,6408891.2,e027f6751727fa4173d85ef22e7fbe4fa77cf680,-8.781054,115.165807,930a488eaa79c5208d7cf722a22b7385297b7f1a
6448.65,1.7108E+12,6501,8558779.84,a46bab5497bc4a8ac22fba532f633d81993d06e0,18.9670072,-96.7313362,0aa907bff09c237d3de74f115c065b281b8545ee
8771.43,1.71064E+12,1230,2374866.77,c58bcdf27b3aed2e56329524f06acb889be4467d,22.6229329,113.2773942,dc5fdfd42d6d13b875e941169108d8efe142ba3d
6881.47,1.71146E+12,5969,4441513.85,312eb85c4886b351afc5cedf351254964da07a02,51.63343,-111.90181,dc5fdfd42d6d13b875e941169108d8efe142ba3d
5080.75,1.70942E+12,3409,675558.85,fdc0a08dd2afc67bebb8db3da70e16b5a7447085,44.351935,-87.8445954,60294b26c658440a1fa3a52264ca47b346d8fa93
510.41,1.70958E+12,3409,5329264.6,e4a788b8fc7e528b2ca7121442be01c2d9367fa4,28.55386,112.35518,ec27e63d232fb26c30d3ecbb36762271568960bf
7813.4,1.70928E+12,3409,3470740.21,4765f0c261256c838b63867b333bc7637db60467,17.8579334,-93.1548091,6a31bb82232078dde0ea99c0fae41895107c21b6
1457.84,1.71014E+12,6501,3497787.86,461ecd283ae90f84853f9b5d093093803fabd14d,50.4271996,3.989666,ec27e63d232fb26c30d3ecbb36762271568960bf
3853.87,1.70936E+12,5969,3667560.98,4b1b4c7f2c62aa769b09abbd7b8d9f4baf4fc3e4,49.0549661,16.6445006,fb5e958f3ac28186d34d9974250e2b696f95e88e
2930.46,1.71062E+12,8314,1575889.42,8876f55fa514be00582e69a6ce3c3e7e2f1aea16,-6.1920539,106.8240327,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
6639.52,1.71125E+12,4444,5386852.44,c22cbdbbfb5a462bafdcbc93b920acb8c3743584,14.7909118,42.9708838,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
7299.4,1.71144E+12,2371,9057063.15,52cef6ca3b9fdf159aa15e0bc883ca84df1286a2,-8.1067604,111.8240676,0aa907bff09c237d3de74f115c065b281b8545ee
9492.09,1.7101E+12,1230,727671.18,317e17d79ef8da44a0fba6a08c6b9300d72b2d25,15.6729353,0.5045206,fb5e958f3ac28186d34d9974250e2b696f95e88e
6068.85,1.71149E+12,5969,9284287.33,f8865b2495088f977689ffe0f971949fc97624d7,19.3972335,-99.1933664,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
7535.06,1.71118E+12,9803,1207741.32,ff4a85526810ea733fc5a3416aee29f6589109dc,3.5005598,98.8942082,fb5e958f3ac28186d34d9974250e2b696f95e88e
8065.8,1.70952E+12,1230,645597.75,f156c6c7f23f14d58a398575522b82ff4630e72d,-5.0979659,105.3467822,60294b26c658440a1fa3a52264ca47b346d8fa93
5790.79,1.71046E+12,8314,4424164.56,09c19fd261da6cd8d76507a250538c4f262ad00c,43.6017884,1.4040802,aa919d31ba02400e8ace786bdefa8230679287e3
1434.88,1.71108E+12,4444,3878901.6,17cb6a3e5844320e3d11d5a1104fc06a4bc93837,51.3614279,-0.193961,60294b26c658440a1fa3a52264ca47b346d8fa93
2146.38,1.71127E+12,4444,1420038.58,52b349346edc748e0448ba1d5e88717247374939,51.1931661,127.563316,fb5e958f3ac28186d34d9974250e2b696f95e88e
9160.88,1.70951E+12,8314,9587936.52,2655996c4cab0d4cab688145d60619e98daa1259,-6.4041582,105.8730678,ec27e63d232fb26c30d3ecbb36762271568960bf
9201.84,1.71049E+12,2371,1241574.76,f05f40376f4e1b42e46c5e5537d742e432484635,8.50874,-73.4488,0aa907bff09c237d3de74f115c065b281b8545ee
779.65,1.7103E+12,5969,6169390.03,75fcd95ad71ac2bebc70603b24752d6f95b9a803,44.8568897,38.6720778,aa919d31ba02400e8ace786bdefa8230679287e3
5864.01,1.71059E+12,8314,9490398.86,45db375eb6a3bf078182d0392c2ea2fae1249345,55.7,37.58333,930a488eaa79c5208d7cf722a22b7385297b7f1a
6133.82,1.70989E+12,5969,8246408.54,25ad672a73b43feb9179605a783b826628275b4d,1.0087005,100.2656209,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
6555.27,1.71114E+12,9803,9004474.1,958c996164723cfe850c62742eaf786fe9deb050,41.554479,121.725015,dc5fdfd42d6d13b875e941169108d8efe142ba3d
77.72,1.70944E+12,2371,5953637.76,2f0728d6b27ea162a49d32438466546d822e1515,42.25785,118.886931,930a488eaa79c5208d7cf722a22b7385297b7f1a
3852.61,1.71085E+12,3409,5459215.95,89338e347c0d33c1db846979a84d02efba634140,8.972681,125.408732,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
8757.24,1.70927E+12,6501,6956882.58,a58ba6c5b00bcaca0566bfe4166f651034cbb590,23.116886,113.237353,1e59cb4cd1e3b5a131ba1edb93a3be8c38716218
9670.83,1.71123E+12,1230,3867611.49,ab9e126664568fb584f351ba614b81ec96d64b0f,-43.3937074,147.2679116,60294b26c658440a1fa3a52264ca47b346d8fa93
4393.83,1.70944E+12,2371,6111169.76,7de8f9d96585e4ccc65de32776addceee95bef62,12.9092962,102.6675575,0aa907bff09c237d3de74f115c065b281b8545ee
2878.29,1.71181E+12,9803,2943358.9,486fdc93577d7ac4085a140379598f232eb023b5,4.637376,-75.570777,d1e0b6f50b380e6565c5ec730e26122cdf5f840f
8814.15,1.71161E+12,6501,7630999.33,9b13f3fce7edf722b31068e4136703932edb395a,45.4514411,18.6589341,0aa907bff09c237d3de74f115c065b281b8545ee
1523.1,1.71017E+12,5969,9750616.15,8d816ac7aede17351880fe8a49785efe03f9c146,32.235967,110.227954,aa919d31ba02400e8ace786bdefa8230679287e3
3812.35,1.71169E+12,2371,6040112.25,78aa9a5c1738259269baf0e1d2a2a7759d01613f,38.521085,102.194089,6a31bb82232078dde0ea99c0fae41895107c21b6
9331.16,1.71052E+12,5969,9366017.37,b7da178d22181b3988039bca3785928f682ec62d,23.047191,112.465091,60294b26c658440a1fa3a52264ca47b346d8fa93
3594.5,1.71106E+12,5969,6205218.11,244315484efafe4ad81dcab8d4439d3fcbec191c,23.396201,103.364905,60294b26c658440a1fa3a52264ca47b346d8fa93
8610.82,1.7095E+12,4444,6639554.56,48748e66940ce08c08f02d93e381e60d48baf983,28.5833617,-81.4760857,fb5e958f3ac28186d34d9974250e2b696f95e88e
6248.95,1.71181E+12,6501,9377651.85,f4389979da0a6c142e90cc81dcdec69740a73bd1,34.7577423,-2.432221,aa919d31ba02400e8ace786bdefa8230679287e3
5138.3,1.71023E+12,9803,8040922.09,c7f18d7233a815ccd8b90af00c56044489c1622f,57.6902027,11.9070339,930a488eaa79c5208d7cf722a22b7385297b7f1a
1217.71,1.70967E+12,6501,8711223.19,8259bbc2182cedea0e1824615dbed579bd46fc41,47.6025001,-122.3385759,930a488eaa79c5208d7cf722a22b7385297b7f1a
4064.28,1.71158E+12,2371,6641471.51,f6cd029aa741ecd0214f652c3b452217b9638f30,32.032275,118.449305,0aa907bff09c237d3de74f115c065b281b8545ee
